Fall,GeoLocation,Id,Name,Nametype,Recclass,Year,Reclat,Reclong,Mass
Found,"(32.99167, -102.38833)",14703,Loop (b),Valid,H,1964,32.99167,-102.38833,1600
Found,"(32.9, -102.28333)",14702,Loop,Valid,L6,1962,32.9,-102.28333,5600
Found,"(40.46667, -99.5)",14698,Loomis,Valid,L6,1933,40.46667,-99.5,3020
Found,"(39.93333, -99.6)",14694,Long Island,Valid,L6,1891,39.93333,-99.6,564000
Found,"(41.5, -91.47917)",14683,Lone Tree,Valid,H4,1971,41.5,-91.47917,20676
Found,"(34.25972, -101.40833)",14682,Lone Star,Valid,H4,1965,34.25972,-101.40833,4300
Found,"(39.41667, -79.15)",14680,Lonaconing,Valid,"Iron, IAB-sHL",1888,39.41667,-79.15,1400
Found,"(46.1, -111.4)",14679,Lombard,Valid,"Iron, IIAB",1953,46.1,-111.4,7000
Found,"(36.58333, -100.2)",14677,Logan,Valid,H5,1918,36.58333,-100.2,1315
Found,"(33.33333, -84.1)",14673,Locust Grove,Valid,"Iron, IIAB",1857,33.33333,-84.1,10000
Found,"(34.15, -101.3)",14672,Lockney,Valid,L6,1944,34.15,-101.3,824
Found,"(36.41667, -85.25)",14669,Livingston (Tennessee),Valid,"Iron, IAB-ung",1937,36.41667,-85.25,235
Found,"(45.6, -110.58333)",14668,Livingston (Montana),Valid,"Iron, IIIAB",1936,45.6,-110.58333,1600
Found,"(34.51667, -117.98333)",14667,Littlerock,Valid,H6,1979,34.51667,-117.98333,19050
Found,"(38.44, -98.06667)",14666,Little River (b),Valid,H4/5,1965,38.44,-98.06667,11700
Found,"(38.38333, -98.01667)",14665,Little River (a),Valid,H6,1967,38.38333,-98.01667,4400
Fell,"(37.91667, -92.08333)",14664,Little Piney,Valid,L5,1839,37.91667,-92.08333,491
Found,"(34.38667, -112.02833)",14662,Little Ash Creek,Valid,L5,2001,34.38667,-112.02833,21.4
Found,"(41.43333, -96.96667)",14657,Linwood,Valid,"Iron, IAB-MG",1940,41.43333,-96.96667,46000
Found,"(35.86667, -81.91667)",14656,Linville,Valid,"Iron, IAB-sHH",1882,35.86667,-81.91667,442
Found,"(39.36667, -103.16667)",14654,Lincoln County,Valid,L6,1937,39.36667,-103.16667,4500
Found,"(31.55, -87.51667)",14651,Lime Creek,Valid,"Iron, IAB-ung",1834,31.55,-87.51667,20000
Found,"(34.655, -101.64)",14649,Lider (b),Valid,H5,1972,34.655,-101.64,1800
Found,"(34.655, -101.64)",14648,Lider (a),Valid,L5,1972,34.655,-101.64,2160
Found,"(35.66667, -80.25)",14647,Lick Creek,Valid,"Iron, IIAB",1879,35.66667,-80.25,1240
Found,"(34.0, -81.25)",14644,Lexington County,Valid,"Iron, IAB-MG",1880,34,-81.25,4760
Found,"(34.00833, -103.60278)",14643,Lewiston,Valid,H4,1983,34.00833,-103.60278,4416
Found,"(34.61139, -100.855)",12771,Leslie,Valid,H5,1968,34.61139,-100.855,895
Found,"(39.60833, -100.475)",12767,Leoville (b),Valid,OC,1969,39.60833,-100.475,2500
Found,"(39.63333, -100.46722)",12766,Leoville,Valid,CV3,1961,39.63333,-100.46722,8100
Found,"(37.66667, -96.76667)",12764,Leon,Valid,H5,1943,37.66667,-96.76667,30000
Found,"(45.93333, -102.18333)",12762,Lemmon,Valid,H5,1984,45.93333,-102.18333,6680
Fell,"(34.58333, -87.5)",12760,Leighton,Valid,H5,1907,34.58333,-87.5,877
Fell,"(35.88333, -99.33333)",12755,Leedey,Valid,L6,1943,35.88333,-99.33333,51500
Found,"(30.6, -97.9)",12753,Leander,Valid,L4,1940,30.6,-97.9,760
Found,"(32.04333, -103.15333)",12752,Lea County 003,Valid,H4,1999,32.04333,-103.15333,4.91
Found,"(32.03333, -103.16667)",12751,Lea County 002,Valid,K3,1988,32.03333,-103.16667,11
Found,"(32.03333, -103.15)",12750,Lea County 001,Valid,H5,1988,32.03333,-103.15,498
Found,"(34.5, -102.75)",12746,Lazbuddie,Valid,LL5,1970,34.5,-102.75,8600
Found,"(38.96667, -95.16667)",12744,Lawrence,Valid,L6,1928,38.96667,-95.16667,515
Found,"(34.5, -82.03333)",12741,Laurens County,Valid,"Iron, ungrouped",1857,34.5,-82.03333,2150
Found,"(42.83333, -74.5)",12735,Lasher Creek,Valid,Iron,1948,42.83333,-74.5,639.5
Found,"(36.53333, -91.8)",12463,Lanton,Valid,"Iron, IIIAB",1932,36.53333,-91.8,13780
Found,"(37.25, -98.13333)",12459,Landreth Draw,Valid,H5,1955,37.25,-98.13333,
Found,"(38.9, -79.18333)",12457,Landes,Valid,"Iron, IAB-MG",1930,38.9,-79.18333,69800
Found,"(40.66667, -96.75)",12454,Lancaster County,Valid,Iron,1903,40.66667,-96.75,13000
Found,"(38.07778, -96.02639)",12453,Lamont,Valid,Mesosiderite,1940,38.07778,-96.02639,38690
Found,"(32.88333, -101.88333)",12452,Lamesa,Valid,"Iron, IAB-sLM",1981,32.88333,-101.88333,16900
Found,"(32.62972, -104.35)",12450,Lakewood,Valid,L6,1955,32.62972,-104.35,46500
Found,"(34.53333, -101.7)",12449,Lakeview,Valid,H4,1970,34.53333,-101.7,1238
Found,"(35.56667, -100.66667)",12448,Laketon,Valid,L6,1937,35.56667,-100.66667,3600
Found,"(34.1, -97.0)",12446,Lake Murray,Valid,"Iron, IIAB",1933,34.1,-97,270000
Found,"(36.38333, -98.08333)",12432,Lahoma,Valid,L5,1963,36.38333,-98.08333,21800
Found,"(40.41667, -86.88333)",12412,Lafayette (stone),Valid,Martian (nakhlite),1931,40.41667,-86.88333,800
Found,"(38.61667, -101.63333)",12410,Ladder Creek,Valid,L6,1937,38.61667,-101.63333,35100
Found,"(45.95, -73.91667)",12409,Lac Dodon,Valid,"Iron, IAB complex",1993,45.95,-73.91667,800
Found,"(26.27167, -97.90167)",12405,La Villa,Valid,H4,1956,26.27167,-97.90167,19800
Found,"(41.6, -86.71667)",12401,La Porte,Valid,"Iron, IIIAB",1900,41.6,-86.71667,14540
Found,"(34.45, -104.13333)",12400,La Lande,Valid,L5,1933,34.45,-104.13333,30000
Found,"(38.4, -85.36667)",12399,La Grange,Valid,"Iron, IVA",1860,38.4,-85.36667,50800
Found,"(27.06667, -103.43333)",12398,La Esmeralda,Valid,L6,1999,27.06667,-103.43333,483
Found,"(24.34167, -102.075)",12397,La Escondida,Valid,H5,1979,24.34167,-102.075,8.2
Found,"(24.35, -102.16667)",12391,La Banderia,Valid,LL5,1986,24.35,-102.16667,54.3
Found,"(29.975, -97.86667)",12389,Kyle,Valid,L6,1965,29.975,-97.86667,7780
Found,"(40.37972, -119.08639)",12376,Kumiva Valley,Valid,H5,2001,40.37972,-119.08639,30.15
Found,"(34.46667, -103.92167)",12362,Krider,Valid,H6,1978,34.46667,-103.92167,2386
Found,"(34.38333, -101.71667)",12361,Kress (d),Valid,H5,1994,34.38333,-101.71667,57
Found,"(34.33833, -101.71667)",12360,Kress (c),Valid,L6,1978,34.33833,-101.71667,5600
Found,"(34.35833, -101.73)",12359,Kress (b),Valid,L4,1966,34.35833,-101.73,2600
Found,"(34.35833, -101.73)",12358,Kress (a),Valid,L6,1951,34.35833,-101.73,12500
Found,"(38.3925, -104.17667)",12354,Kramer Creek,Valid,L4,1966,38.3925,-104.17667,2300
Found,"(40.66667, -84.35)",12350,Kossuth,Valid,"Iron, IVA",1975,40.66667,-84.35,5900
Found,"(40.48333, -86.36667)",12340,Kokomo,Valid,"Iron, IVB",1862,40.48333,-86.36667,1800
Found,"(33.5, -114.0)",12339,Kofa,Valid,"Iron, IAB-sHH",1893,33.5,-114,490
Found,"(36.9, -100.21667)",12334,Knowles,Valid,"Iron, IIIAB",1903,36.9,-100.21667,161000
Found,"(42.16667, -121.85)",12330,Klamath Falls,Valid,"Iron, IIIF",1952,42.16667,-121.85,17000
Fell,"(43.38333, -80.38333)",12326,Kitchener,Valid,L6,1998,43.38333,-80.38333,202.6
Fell,"(30.75, -95.95)",12321,Kirbyville,Valid,Eucrite-mmict,1906,30.75,-95.95,97.7
Found,"(32.9, -107.73333)",12318,Kingston,Valid,"Iron, ungrouped",1891,32.9,-107.73333,12900
Found,"(35.83333, -97.93333)",12317,Kingfisher,Valid,L5,1950,35.83333,-97.93333,8180
Found,"(35.92333, -114.10167)",12315,King Tut,Valid,L5,1997,35.92333,-114.10167,19.51
Found,"(30.41667, -99.4)",12311,Kimble County,Valid,H6,1918,30.41667,-99.4,153800
Fell,"(43.58333, -89.6)",12308,Kilbourn,Valid,H5,1911,43.58333,-89.6,772
Found,"(36.71667, -102.5)",12287,Keyes,Valid,L6,1939,36.71667,-102.5,142000
Found,"(38.81667, -84.6)",12280,Kenton County,Valid,"Iron, IIIAB",1889,38.81667,-84.6,194000
Found,"(41.48333, -96.16667)",12279,Kennard,Valid,H5,1961,41.48333,-96.16667,8200
Found,"(33.70833, -103.76667)",12278,Kenna (b),Valid,L5,1972,33.70833,-103.76667,453
Found,"(33.9, -103.55333)",12277,Kenna,Valid,Ureilite,1972,33.9,-103.55333,10900
Fell,"(29.45, -96.0)",12275,Kendleton,Valid,L4,1939,29.45,-96,6937
Found,"(29.4, -98.5)",12274,Kendall County,Valid,"Iron, IAB-ung",1887,29.4,-98.5,21000
Found,"(40.46667, -103.03333)",12273,Kelly,Valid,LL4,1937,40.46667,-103.03333,44300
Found,"(37.21667, -82.0)",12271,Keen Mountain,Valid,"Iron, IIAB",1950,37.21667,-82,6690
Found,"(40.68333, -99.06667)",12269,Kearney,Valid,H5,1934,40.68333,-99.06667,10000
Found,"(32.58333, -96.41667)",12267,Kaufman,Valid,L5,1893,32.58333,-96.41667,23000
Found,"(38.71667, -103.51667)",12265,Karval,Valid,H5,1936,38.71667,-103.51667,1104
Found,"(39.1, -94.63333)",12248,Kansas City (1903),Valid,H5,1903,39.1,-94.63333,36000
Found,"(38.08333, -100.25)",12237,Kalvesta,Valid,H4,1968,38.08333,-100.25,10000
Found,"(44.64694, -85.13667)",12234,Kalkaska,Valid,"Iron, IIIAB",1947,44.64694,-85.13667,9399
Found,"(34.67167, -101.815)",12226,Kaffir (d),Valid,L5,1981,34.67167,-101.815,26760
Found,"(34.67167, -101.815)",12225,Kaffir (c),Valid,L6,1980,34.67167,-101.815,7947
Found,"(34.67167, -101.815)",12224,Kaffir (b),Valid,H4,1966,34.67167,-101.815,3500
Found,"(34.62333, -101.91667)",12223,Kaffir (a),Valid,L5,1965,34.62333,-101.91667,1874.9
Found,"(30.5, -99.83333)",12212,Junction,Valid,L5,1932,30.5,-99.83333,241
Found,"(39.975, -102.26667)",12208,Julesburg,Valid,L3.6,1983,39.975,-102.26667,57900
Found,"(28.41667, -105.08333)",12204,Juanita de Angeles,Valid,H5,1992,28.41667,-105.08333,85000
Found,"(36.3, -82.46667)",12201,Jonesboro,Valid,"Iron, IVA",1891,36.3,-82.46667,30
Found,"(30.625, -97.53333)",12200,Jonah,Valid,H5,1963,30.625,-97.53333,1304
Fell,"(40.35, -104.9)",12198,Johnstown,Valid,Diogenite,1924,40.35,-104.9,40300
Found,"(37.55, -101.68333)",12197,Johnson City,Valid,L6,1937,37.55,-101.68333,10400
Found,"(35.76667, -91.5)",12174,Joe Wright Mountain,Valid,"Iron, IIIAB",1884,35.76667,-91.5,42600
Found,"(38.76667, -100.73333)",12083,Jerome (Kansas),Valid,L4,1894,38.76667,-100.73333,29600
Found,"(42.63333, -114.83333)",12082,Jerome (Idaho),Valid,L,1954,42.63333,-114.83333,6800
Found,"(37.9, -82.38333)",12081,Jenny's Creek,Valid,"Iron, IAB-MG",1883,37.9,-82.38333,12000
Found,"(36.82444, -93.76111)",12080,Jenkins,Valid,"Iron, IAB-MG",1946,36.82444,-93.76111,55400
Found,"(26.26583, -103.885)",12073,Jaralito,Valid,"Iron, IAB-MG",1977,26.26583,-103.885,11138
Found,"(46.61667, -98.5)",12071,Jamestown,Valid,"Iron, IVA",1885,46.61667,-98.5,4000
Found,"(36.41667, -85.5)",12066,Jackson County,Valid,"Iron, IIIAB",1846,36.41667,-85.5,450
Found,"(35.33333, -115.31667)",12062,Ivanpah,Valid,"Iron, IIIAB",1880,35.33333,-115.31667,58000
Found,"(24.51667, -111.36667)",12050,Isla del Esp_ritu Santo,Valid,L6,1999,24.51667,-111.36667,869
Found,"(46.07944, -88.55972)",12048,Iron River,Valid,"Iron, IVA",1889,46.07944,-88.55972,1420
Found,"(31.96667, -97.86667)",12046,Iredell,Valid,"Iron, IIAB",1898,31.96667,-97.86667,1500
Found,"(40.25, -110.08333)",12040,Ioka,Valid,L3.5,1931,40.25,-110.08333,31500
Found,"(38.25, -97.66667)",12036,Inman,Valid,L/LL3.4,1966,38.25,-97.66667,7250
Found,"(37.83333, -100.45)",12033,Ingalls,Valid,H6,1937,37.83333,-100.45,226
Found,"(40.23333, -100.41667)",12030,Indianola,Valid,L5,1939,40.23333,-100.41667,4000
Found,"(36.93333, -80.5)",12029,Indian Valley,Valid,"Iron, IIAB",1887,36.93333,-80.5,14100
Fell,"(39.08333, -94.4)",12028,Independence,Valid,L6,1917,39.08333,-94.4,880
Found,"(32.86667, -115.58333)",12026,Imperial,Valid,H4,1908,32.86667,-115.58333,4
Found,"(46.68333, -112.55)",12024,Illinois Gulch,Valid,"Iron, ungrouped",1899,46.68333,-112.55,2500
Found,"(34.68333, -85.65)",11999,Ider,Valid,"Iron, IIIAB",1957,34.68333,-85.65,140000
Found,"(39.695, -102.295)",11998,Idalia,Valid,H,1968,39.695,-102.295,7400
Found,"(41.18333, -103.0)",11988,Huntsman,Valid,H4,1910,41.18333,-103,14500
Found,"(36.56, -97.66667)",11987,Hunter,Valid,LL5,1962,36.56,-97.66667,74600
Found,"(28.9, -108.56667)",11985,Huizopa,Valid,"Iron, IVA",1907,28.9,-108.56667,140000
Found,"(37.2, -101.35)",11984,Hugoton,Valid,H5,1927,37.2,-101.35,350000
Found,"(39.13333, -103.48333)",11983,Hugo (stone),Valid,H5,1936,39.13333,-103.48333,80
Found,"(31.91667, -106.15)",11924,Hueco Tanks (b),Valid,H5,1985,31.91667,-106.15,150
Found,"(31.91667, -106.15)",11923,Hueco Tanks,Valid,L6,1985,31.91667,-106.15,314
Found,"(34.54, -102.59433)",11921,Hub,Valid,L5,1991,34.54,-102.59433,6452
Found,"(35.8895, -114.192)",11919,Hualapai Wash 021,Valid,H4,1997,35.8895,-114.192,20.5
Found,"(35.83833, -114.16617)",11918,Hualapai Wash 020,Valid,H5,2003,35.83833,-114.16617,60.9
Found,"(35.86333, -114.19333)",11917,Hualapai Wash,Valid,L6,2000,35.86333,-114.19333,240
Fell,"(39.35, -100.45)",11915,Hoxie,Valid,OC,1963,39.35,-100.45,266.1
Found,"(33.5, -96.6)",11914,Howe,Valid,H5,1938,33.5,-96.6,8630
Found,"(39.66667, -118.96667)",11912,Hot Springs,Valid,"Iron, IIIAB",1995,39.66667,-118.96667,4700
Found,"(37.58333, -102.76667)",11910,Horse Creek,Valid,"Iron, ungrouped",1937,37.58333,-102.76667,570
Found,"(38.35, -101.78333)",11908,Horace,Valid,H5,1940,38.35,-101.78333,19700
Found,"(36.55, -79.78333)",11907,Hopper,Valid,"Iron, IIIAB",1889,36.55,-79.78333,1800
Found,"(33.68333, -93.6)",11905,Hope,Valid,"Iron, IAB-MG",1955,33.68333,-93.6,6800
Found,"(49.50833, -97.81667)",11902,Homewood,Valid,L6,1970,49.50833,-97.81667,325
Fell,"(41.8, -91.86667)",11901,Homestead,Valid,L5,1875,41.8,-91.86667,230000
Found,"(40.56667, -102.3)",11900,Holyoke,Valid,H4,1933,40.56667,-102.3,11200
Found,"(38.06667, -102.1)",11898,Holly,Valid,H4,1937,38.06667,-102.1,299
Found,"(33.75, -98.83333)",11897,Holliday,Valid,Iron,1950,33.75,-98.83333,12
Found,"(34.36667, -85.43333)",11896,Holland's Store,Valid,"Iron, IIAB",1887,34.36667,-85.43333,12200
Fell,"(34.9, -110.18333)",11894,Holbrook,Valid,L/LL6,1912,34.9,-110.18333,220000
Found,"(32.73333, -103.1)",11892,Hobbs (b),Valid,H5,1933,32.73333,-103.1,1600
Found,"(32.73333, -103.1)",11891,Hobbs,Valid,H4,1933,32.73333,-103.1,2300
Found,"(39.36667, -99.85)",11886,Hill City,Valid,"Iron, IVA",1947,39.36667,-99.85,11700
Found,"(40.33333, -99.03333)",11885,Hildreth,Valid,L5,1894,40.33333,-99.03333,3060
Found,"(32.35833, -112.40889)",11881,Hickiwan,Valid,H5,1974,32.35833,-112.40889,1928
Found,"(38.11667, -97.43333)",11879,Hesston,Valid,L6,1951,38.11667,-97.43333,12900
Found,"(33.795, -102.24167)",11876,Hereford,Valid,OC,1970,33.795,-102.24167,2276
Found,"(35.31667, -81.46667)",11873,Hendersonville,Valid,L5,1901,35.31667,-81.46667,6000
Found,"(40.16667, -97.6)",11867,Hebron,Valid,H6,1965,40.16667,-97.6,21820
Found,"(40.51667, -101.03333)",11865,Hayes Center,Valid,L6,1941,40.51667,-101.03333,4500
Found,"(45.0, -114.0)",11864,Hayden Creek,Valid,"Iron, IIIAB",1895,45,-114,270
Found,"(40.45667, -102.57834)",11863,Haxtun,Valid,H/L4,1975,40.45667,-102.57834,15500
Found,"(41.78333, -104.28333)",11862,Hawk Springs,Valid,H5,1935,41.78333,-104.28333,367
Found,"(37.59667, -99.125)",11861,Haviland (b),Valid,H5,1976,37.59667,-99.125,2092
Found,"(37.61667, -99.1)",11860,Haviland (a),Valid,H5,1937,37.61667,-99.1,1035
Found,"(37.96417, -97.75583)",11858,Haven,Valid,H6,1950,37.96417,-97.75583,6100
Found,"(40.33333, -90.05)",11857,Havana,Valid,"Iron, IAB complex",,40.33333,-90.05,
Found,"(34.48333, -94.45)",11854,Hatfield,Valid,"Iron, IAB complex",1941,34.48333,-94.45,21
Found,"(42.91667, -104.41667)",11853,Hat Creek,Valid,H4,1939,42.91667,-104.41667,8900
Found,"(33.75, -112.66667)",11851,Hassayampa,Valid,H4,1963,33.75,-112.66667,16000
Found,"(34.0, -105.5)",11850,Hasparos,Valid,"Iron, IAB-MG",1935,34,-105.5,12880
Found,"(33.21333, -99.73167)",11849,Haskell,Valid,L5,1909,33.21333,-99.73167,36000
Found,"(35.94167, -102.16)",11847,Hartley,Valid,L,1967,35.94167,-102.16,2100
Found,"(33.99833, -102.17667)",11846,Hart Camp,Valid,H6,1970,33.99833,-102.17667,1200
Found,"(38.65, -94.33333)",11844,Harrisonville,Valid,L6,1933,38.65,-94.33333,46500
Found,"(38.33333, -101.71167)",11843,Harrison Township,Valid,L6,1945,38.33333,-101.71167,3263
Fell,"(38.25, -86.16667)",11842,Harrison County,Valid,L6,1859,38.25,-86.16667,680
Found,"(35.95, -84.56667)",11841,Harriman (Om),Valid,"Iron, IIIAB",1938,35.95,-84.56667,13000
Found,"(35.95, -84.56667)",11840,Harriman (Of),Valid,"Iron, IVA",1947,35.95,-84.56667,30000
Found,"(35.05193, -117.26138)",11839,Harper Dry Lake 008,Valid,H6,2000,35.05193,-117.26138,12.5
Found,"(35.04953, -117.26357)",11838,Harper Dry Lake 007,Valid,H5,2000,35.04953,-117.26357,166.7
Found,"(35.04722, -117.30752)",11837,Harper Dry Lake 006,Valid,H6,1999,35.04722,-117.30752,26
Found,"(35.05063, -117.30188)",11836,Harper Dry Lake 005,Valid,H6,1999,35.05063,-117.30188,24
Found,"(35.05523, -117.30257)",11835,Harper Dry Lake 004,Valid,LL3,1999,35.05523,-117.30257,37
Found,"(35.0425, -117.30837)",11834,Harper Dry Lake 003,Valid,L6,1999,35.0425,-117.30837,95
Found,"(35.05067, -117.30095)",11833,Harper Dry Lake 002,Valid,H6,1999,35.05067,-117.30095,12
Found,"(35.05102, -117.30672)",11832,Harper Dry Lake 001,Valid,LL3,1999,35.05102,-117.30672,13
Found,"(46.43333, -109.83333)",11831,Harlowton,Valid,"Iron, IAB-ung",1975,46.43333,-109.83333,4000
Fell,"(32.675, -94.51167)",11830,Harleton,Valid,L6,1961,32.675,-94.51167,8360
Found,"(43.8, -96.16667)",11828,Hardwick,Valid,L4,1937,43.8,-96.16667,7800
Found,"(37.06667, -98.66167)",11827,Hardtner,Valid,L6,1972,37.06667,-98.66167,13000
Found,"(45.5, -103.5)",11826,Harding County,Valid,L4,1941,45.5,-103.5,3075
Found,"(36.57, -101.19)",11825,Hardesty,Valid,"Iron, IIIAB",1986,36.57,-101.19,8580
Found,"(34.80167, -101.56667)",11821,Happy Canyon,Valid,EL6/7,1971,34.80167,-101.56667,16300
Found,"(34.58333, -102.05)",11820,Happy (c),Valid,OC,1971,34.58333,-102.05,884.3
Found,"(34.59333, -101.99333)",11819,Happy (b),Valid,OC,1972,34.59333,-101.99333,2505
Found,"(35.68, -101.99333)",11818,Happy (a),Valid,H3,1971,35.68,-101.99333,2860
Found,"(38.91972, -85.94722)",11816,Hangman Crossing,Valid,H4,1976,38.91972,-85.94722,1300
Found,"(44.91667, -92.43333)",11813,Hammond,Valid,"Iron, ungrouped",1884,44.91667,-92.43333,24000
Fell,"(41.38333, -86.6)",11485,Hamlet,Valid,LL4,1959,41.38333,-86.6,3710
Found,"(31.59333, -98.25)",11484,Hamilton (Texas),Valid,OC,1965,31.59333,-98.25,2700
Found,"(34.05, -101.75)",11478,Hale Center (no. 2),Valid,H4,1936,34.05,-101.75,695
Found,"(34.05, -101.75)",11477,Hale Center (no. 1),Valid,L5,1936,34.05,-101.75,610
Found,"(42.96667, -80.15)",11470,Hagersville,Valid,"Iron, IAB complex",1999,42.96667,-80.15,30000
Found,"(37.28333, -113.78333)",11453,Gunlock,Valid,L3.2,1982,37.28333,-113.78333,6800
Found,"(34.0, -111.0)",11451,Gun Creek,Valid,"Iron, ungrouped",1909,34,-111,22700
Found,"(33.96667, -87.91667)",11445,Guin,Valid,"Iron, ungrouped",1969,33.96667,-87.91667,34500
Found,"(35.56667, -79.83333)",11444,Guilford County,Valid,"Iron, IIIAB",1822,35.56667,-79.83333,1100
Found,"(38.76667, -105.51667)",11441,Guffey,Valid,"Iron, ungrouped",1907,38.76667,-105.51667,309000
Found,"(26.1, -106.96667)",11431,Guadalupe y Calvo,Valid,"Iron, IIAB",1971,26.1,-106.96667,58630
Found,"(29.5, -98.0)",11430,Guadaloupe County,Valid,Iron,1950,29.5,-98,20.5
Found,"(36.33333, -101.4)",11428,Gruver,Valid,H4,1934,36.33333,-101.4,13100
Found,"(24.16667, -102.0)",11427,Gru_idora,Valid,H4,1998,24.16667,-102,130
Found,"(33.71667, -102.81667)",11204,Griffith,Valid,"Iron, ungrouped",1985,33.71667,-102.81667,6000
Found,"(34.26667, -103.38333)",11203,Grier (b),Valid,L5-7,1969,34.26667,-103.38333,929.4
Found,"(34.38167, -103.39167)",11202,Grier (a),Valid,OC,1969,34.38167,-103.39167,12.4
Found,"(39.93333, -99.21667)",11201,Gretna,Valid,L5,1912,39.93333,-99.21667,82000
Found,"(30.51528, -91.01222)",11195,Greenwell Springs,Valid,LL4,1987,30.51528,-91.01222,664
Found,"(37.83333, -80.31667)",11194,Greenbrier County,Valid,"Iron, IIIAB",1880,37.83333,-80.31667,5000
Found,"(31.76167, -110.75)",11193,Greaterville,Valid,L4,1995,31.76167,-110.75,48
Found,"(38.395, -98.91583)",11180,Great Bend,Valid,H6,1983,38.395,-98.91583,28770
Found,"(30.31167, -86.16667)",11177,Grayton,Valid,H5,1983,30.31167,-86.16667,11300
Found,"(33.11667, -101.58333)",10959,Grassland,Valid,L4,1964,33.11667,-101.58333,4400
Found,"(37.46667, -101.43333)",10958,Grant County,Valid,L6,1936,37.46667,-101.43333,2300
Found,"(35.16667, -107.88333)",10957,Grant,Valid,"Iron, IIIAB",1929,35.16667,-107.88333,525000
Found,"(42.96667, -85.76667)",10955,Grand Rapids,Valid,"Iron, ungrouped",1883,42.96667,-85.76667,51700
Found,"(37.96667, -102.33333)",10954,Granada Creek,Valid,H,1975,37.96667,-102.33333,479
Found,"(34.8, -103.31667)",10953,Grady (c),Valid,H4,1970,34.8,-103.31667,5700
Found,"(34.8, -103.31667)",10952,Grady (1937),Valid,H3.7,1937,34.8,-103.31667,9300
Found,"(34.8, -103.31667)",10951,Grady (1933),Valid,L3-6,1933,34.8,-103.31667,4230
Found,"(41.98, -120.54167)",10947,Goose Lake,Valid,"Iron, IAB-sLL",1938,41.98,-120.54167,1169500
Found,"(37.435, -98.31833)",10946,Goose Creek,Valid,H5,1999,37.435,-98.31833,2132.3
Found,"(39.35, -101.66667)",10945,Goodland,Valid,L4,1923,39.35,-101.66667,3628
Found,"(33.18139, -102.40139)",10944,Gomez,Valid,L6,1974,33.18139,-102.40139,47000
Found,"(35.37333, -116.90833)",10943,Goldstone Dry Lake,Valid,H6,1999,35.37333,-116.90833,1.1
Found,"(35.87333, -114.2)",10942,Golden Rule,Valid,L5,1999,35.87333,-114.2,797.6
Found,"(35.89, -114.16667)",10941,Golden Mile,Valid,H4,2000,35.89,-114.16667,378.8
Found,"(35.875, -114.23333)",10940,Gold Basin,Valid,L4,1995,35.875,-114.23333,61000
Found,"(35.6, -105.8)",10935,Glorieta Mountain,Valid,"Pallasite, PMG-an",1884,35.6,-105.8,148000
Found,"(32.25, -97.71667)",10932,Glen Rose (iron),Valid,"Iron, ungrouped",1934,32.25,-97.71667,11000
Found,"(48.71667, -97.3)",10928,Glasston,Valid,L5,1969,48.71667,-97.3,1990
Found,"(37.01667, -85.91667)",10927,Glasgow,Valid,"Iron, IIIAB",1922,37.01667,-85.91667,20400
Found,"(36.3, -104.0)",10921,Gladstone (stone),Valid,H4,1936,36.3,-104,57300
Found,"(49.61667, -96.55)",10918,Giroux,Valid,"Pallasite, PMG",1954,49.61667,-96.55,4275
Found,"(39.7, -105.7)",10904,Georgetown,Valid,H6,1967,39.7,-105.7,687
Found,"(39.61667, -98.7)",10868,Gaylord,Valid,H4,1983,39.61667,-98.7,8480
Found,"(33.86333, -103.34667)",10864,Garrison,Valid,H5,1969,33.86333,-103.34667,5116
Found,"(38.26667, -95.25)",10862,Garnett,Valid,H4,1938,38.26667,-95.25,4788
Fell,"(41.68333, -112.13333)",10861,Garland,Valid,Diogenite-pm,1950,41.68333,-112.13333,102
Found,"(49.81667, -108.46)",10857,Garden Head,Valid,"Iron, IAB-sHH",1944,49.81667,-108.46,1296
Found,"(38.64167, -98.88333)",10847,Galatia,Valid,L6,1971,38.64167,-98.88333,23900
Found,"(32.83333, -102.73333)",10844,Gaines County Park,Valid,H5,1977,32.83333,-102.73333,13700
Found,"(32.7, -101.6)",10843,Gail,Valid,H4,1948,32.7,-101.6,4650
Found,"(40.01667, -82.86667)",10842,Gahanna,Valid,"Iron, IAB-MG",1950,40.01667,-82.86667,1201
Found,"(31.61111, -99.90417)",10841,Fuzzy Creek,Valid,"Iron, IVA",,31.61111,-99.90417,2700
Found,"(34.54, -102.56833)",10184,Friona,Valid,L5,1981,34.54,-102.56833,21900
Found,"(38.5, -105.5)",10181,Fremont Butte,Valid,L4,1963,38.5,-105.5,6647
Found,"(46.38333, -101.23333)",10180,Freda,Valid,"Iron, IAB-sLH",1919,46.38333,-101.23333,268
Found,"(38.5, -100.0)",10179,Franklinville,Valid,L6,1888,38.5,-100,108
Found,"(36.71667, -86.56667)",10178,Franklin,Valid,H5,1921,36.71667,-86.56667,9062
Fell,"(34.48333, -87.83333)",10177,Frankfort (stone),Valid,Howardite,1868,34.48333,-87.83333,650
Found,"(38.2, -84.83333)",10176,Frankfort (iron),Valid,"Iron, IIIAB",1866,38.2,-84.83333,10900
Found,"(32.33333, -102.745)",10175,Frankel City,Valid,L6,1977,32.33333,-102.745,4700
Found,"(34.71637, -114.22197)",10174,Franconia,Valid,H5,2002,34.71637,-114.22197,100000
